Name,Review,Date,Unnamed: 3,Cleaned_Review
Shweta Kulkarni | B.E. in Electronics and Telecommunication Engineering - Batch of 2020,"In PICT college, you can learn lots of things. It provides you with a chance to improve yourself.
 
 Placements: Almost 75 to 80% of the students are getting placed from PICT. Placements in our college are good, and the average salary package offered is more than 5 LPA. Every student is getting a chance. ENTC students are also getting placed with high salary packages. Many companies visit here, which helps students to grab a different opportunity.
 
 Infrastructure: Wi-Fi facility is available with 10 GB of data every day for every student. Almost every book is available in the library, and classrooms and labs are well ventilated. The food served in the canteen is also good. The infrastructure is also good and maintained. A playground is also available, where you can play different sports.
 
 Faculty: Every teacher is good, well-qualified and also has good knowledge. They are very helpful whenever we require their help or require some advice. At the time of teaching, they provide us with practical knowledge also, which help us to stand and compete with other students.
 
 Other: Our college organises an event called Addiction every year, which is conducted for 3 to 4 days, where you can release your stress and participate in various competitions. There are IEEE, ACM societies and their various events, where students can show their knowledge. ART Circle is also a group where you can show your skills, such as singing, drawing, dancing, etc.",2019-09-14,Shiksha,pict college learn lot thing provides chance improve placement almost student getting placed pict placement college good average salary package offered lpa every student getting chance entc student also getting placed high salary package many company visit help student grab different opportunity infrastructure wifi facility available gb data every day every student almost every book available library classroom lab well ventilated food served canteen also good infrastructure also good maintained playground also available play different sport faculty every teacher good wellqualified also good knowledge helpful whenever require help require advice time teaching provide u practical knowledge also help u stand compete student college organises event called addiction every year conducted day release stress participate various competition ieee acm society various event student show knowledge art circle also group show skill singing drawing dancing etc
Mayur Bhalerao | B.E. in Electronics and Telecommunication Engineering - Batch of 2019,"It is the best college that one can get enjoy and learn.
 
 Placements: Almost 80% of the students get placed. The highest package offered is 33.39 LPA, the lowest package offered is 3 LPA, and the average package offered is 7 LPA. The package offered by companies like Avaya 12 LPA, HSBC 12 LPA, ION Trading 12 LPA, Sapient 10 LPA and Cadence 11 LPA. Top roles offered are a software engineer and R&D engineer. The highest package offered in our course is 12 LPA, the lowest package offered in our course is 3 LPA, and the average package offered in our course is 6.5 LPA. Almost all students got jobs, and there is no need for an internship.
 
 Infrastructure: PICT has a massive infrastructure for all the department. There is a well-equipped laboratory, and there is a library with a wide range of books of technical and novels. There is free Wi-Fi on campus, and there is each classroom equipped with a projector and well ventilation. There is a hostel for both boys and girls on the campus. Each room occupied with two students with attached toilet-bathroom. The hostel has 24 hours of electricity, also air-conditioned rooms available for extra pay. There is good food in the canteen, which is well-maintained hygiene. The college didn't have a vast ground for sports. There is only basketball and volleyball ground. Each year intercollege matches are held on a large scale in the college.
 
 Faculty: Teachers in the college are very well qualified and knowledgeable. The college faculty helps students in all the way they can. Faculty even give extra time to the students after college hours. Faculty encourage the students to participate in various competitions. Students can see the result of teaching quality in the placements. This college is under SPPU curriculum. It is not that good of a curriculum. The college must try to update the syllabus with technology. It doesn't make students industry-ready.
 
 Other: I choose this course because I like to work with electronic stuff and robotics, and this course gives the knowledge in almost all the field of robotics. It provides hardware and software knowledge equally. Including more about recent technology would be good. Our college has many clubs, and they all have their events throughout the year, which gives students a platform to show their skill. We also have art clubs and robotics clubs. There are technical as well as extracurricular events. We also have an annual gathering called Addiction. An intra-college projects competition ""INC"". There are a dance competition, painting competition, robot football competition and much more.",2019-08-13,Shiksha,best college one get enjoy learn placement almost student get placed highest package offered lpa lowest package offered lpa average package offered lpa package offered company like avaya lpa hsbc lpa ion trading lpa sapient lpa cadence lpa top role offered software engineer rd engineer highest package offered course lpa lowest package offered course lpa average package offered course lpa almost student got job need internship infrastructure pict massive infrastructure department wellequipped laboratory library wide range book technical novel free wifi campus classroom equipped projector well ventilation hostel boy girl campus room occupied two student attached toiletbathroom hostel hour electricity also airconditioned room available extra pay good food canteen wellmaintained hygiene college didnt vast ground sport basketball volleyball ground year intercollege match held large scale college faculty teacher college well qualified knowledgeable college faculty help student way faculty even give extra time student college hour faculty encourage student participate various competition student see result teaching quality placement college sppu curriculum good curriculum college must try update syllabus technology doesnt make student industryready choose course like work electronic stuff robotics course give knowledge almost field robotics provides hardware software knowledge equally including recent technology would good college many club event throughout year give student platform show skill also art club robotics club technical well extracurricular event also annual gathering called addiction intracollege project competition inc dance competition painting competition robot football competition much
Manali Likhitkar | B.E. in Information Technology - Batch of 2021,"Review of Pune Institute of Computer Technology, Society for Computer Technology and Research.
 
 Placements: Placements in our college are very good. All the top companies visit the campus to hire an ample amount of freshers from the college. The salary packages offered by the companies vary, but the average salary package is maintained. Companies like Deutsche Bank, Rakuten, etc., visit the college for placements. It is a very good college for placements.
 
 Infrastructure: The infrastructure of our college is very good. All facilities are provided in our college. Labs are well-equipped. The buildings are good. Classrooms are huge enough. Labs can accommodate 25-30 students at a time. Thus the batches are made in accordance with the lab facilities.
 
 Faculty: Faculty members in our college are good and highly qualified. All teachers are ready to help students at any time. All the teachers are very friendly. The course curriculum is, according to Pune University, and the syllabus is properly designed.",2019-07-22,Shiksha,review pune institute computer technology society computer technology research placement placement college good top company visit campus hire ample amount fresher college salary package offered company vary average salary package maintained company like deutsche bank rakuten etc visit college placement good college placement infrastructure infrastructure college good facility provided college lab wellequipped building good classroom huge enough lab accommodate student time thus batch made accordance lab facility faculty faculty member college good highly qualified teacher ready help student time teacher friendly course curriculum according pune university syllabus properly designed
Amey Bhilegaonkar | B.E. in Electronics and Telecommunication Engineering - Batch of 2019,"It is a good college to pursue CS and IT, but not for ENTC.
 
 Placements: Placements in our college are excellent. In our batch, around 60% of the students got placed. Nearly 300 students were offered with a salary package of above 5 LPA, and nearly 100 students were offered a salary package of below 5 LPA. Many of our senior students also got a salary package of above 5 LPA students.
 
 Infrastructure: The infrastructure of our college is not that good area-wise, but quality-wise it is best. All basic facilities like labs, sports, and gym are available. Students never use a gym, but there is a sports room which is fully equipped with games. Hostel rooms are clean. Especially girls hostel is clean, and boys hostel is average.
 
 Faculty: Faculty members in our college are good. The course curriculum is not useful and placements are useless. HOD Of our college is very strict and doesn't listen to anybody. Our department is lacking in placements and knowledge because of him. He doesn't support in any extracurricular activities, and with the subjects which are not related to our course.",2018-10-15,Shiksha,good college pursue c entc placement placement college excellent batch around student got placed nearly student offered salary package lpa nearly student offered salary package lpa many senior student also got salary package lpa student infrastructure infrastructure college good areawise qualitywise best basic facility like lab sport gym available student never use gym sport room fully equipped game hostel room clean especially girl hostel clean boy hostel average faculty faculty member college good course curriculum useful placement useless hod college strict doesnt listen anybody department lacking placement knowledge doesnt support extracurricular activity subject related course
Akash Patil | B.E. in Computer Engineering - Batch of 2020,"I'm satisfied with the college activities and course curriculum.
 
 Placements: Placements of 2017-2018 in PICT are very good. Main companies are from the banking sector and are service-based. The average salary package offered by these companies is very good, i.e., 6.07 LPA. For nice companies, the average salary package offered is 7.91 LPA, and for variant recruiters, it is 3.78 LPA.
 
 Infrastructure: Labs are well-equipped with high-speed internet and the latest computing equipment. On average, there are 20 PCs in computing labs. The college has a poor infrastructure for buildings. The college has girls and boys hostel, and the rooms are spacious with attached bathrooms.
 
 Faculty: Teachers in our college are well-qualified with masters degrees. The teaching methods are good enough to understand the concept. The college doesn' t provides any industry exposure yet. The course curriculum is quite useful as it provides a base for BE project and helps in industry internships and also during placements.
 
 Other: PICT students organise many events. Most of the technical events are organised in the first semester and the non-technical events in the second semester. Credenza is the biggest technical event which is conducted in Pune.",2018-10-04,Shiksha,im satisfied college activity course curriculum placement placement pict good main company banking sector servicebased average salary package offered company good ie lpa nice company average salary package offered lpa variant recruiter lpa infrastructure lab wellequipped highspeed internet latest computing equipment average pc computing lab college poor infrastructure building college girl boy hostel room spacious attached bathroom faculty teacher college wellqualified master degree teaching method good enough understand concept college provides industry exposure yet course curriculum quite useful provides base project help industry internship also placement pict student organise many event technical event organised first semester nontechnical event second semester credenza biggest technical event conducted pune
Ashutosh Pardeshi | B.E. in Computer Engineering - Batch of 2021,"Review of Pune Institute of Computer Technology, Society for Computer Technology and Research.
 
 Placements: Placements in our college were quite good, better than the median placements in most of the colleges of our city. The salary package offered is quite high from the start itself, and most of our senior friends got placed in good companies with satisfying salary packages.
 
 Infrastructure: The infrastructure of our college is quite good and usable. Computers are well-equipped so that we can about coding. The library is well-stocked. The canteen is well-maintained, and other facilities are quite above average.
 
 Faculty: Teachers in our college possess a good degree of knowledge, even though some of them may not be able to communicate that knowledge properly in classrooms. Majority of the faculty members are well-trained and have acquired a level of knowledge over their subjects, and they make efforts to teach properly.",2018-10-03,Shiksha,review pune institute computer technology society computer technology research placement placement college quite good better median placement college city salary package offered quite high start senior friend got placed good company satisfying salary package infrastructure infrastructure college quite good usable computer wellequipped coding library wellstocked canteen wellmaintained facility quite average faculty teacher college possess good degree knowledge even though may able communicate knowledge properly classroom majority faculty member welltrained acquired level knowledge subject make effort teach properly
Mayuri Mahandule | B.E. in Electronics and Telecommunication Engineering - Batch of 2018,"Placements in our college are good, and faculty members are awesome.
 
 Placements: Placements in our college were good. More than 90% of students for computer science and IT departments got placed. ENTC students need to struggle bit more for placements. The salary packages offered ranges from 3-16 LPA. The average salary package offered ranges between 6-8 LPA. Almost 100% of our senior students got placed, but packages offered and companies visiting college was great for our batch.
 
 Infrastructure: The library is well-maintained and has all kind of books. Our department labs are provided with all kind of necessary kits and instruments. Wi-Fi system is improving. A canteen was average. Classrooms were good. The campus was small and clean. Sports facilities were less as compared to other colleges.
 
 Faculty: Faculty members in our college were great for all the departments, especially for FE and ENTC departments. They support students for technical competitions. Multiple technical events are organised. They are a little bit less supportive in non-technical things, but students manage to perform well in curriculum and non-curriculum activities.",2018-08-18,Shiksha,placement college good faculty member awesome placement placement college good student computer science department got placed entc student need struggle bit placement salary package offered range lpa average salary package offered range lpa almost senior student got placed package offered company visiting college great batch infrastructure library wellmaintained kind book department lab provided kind necessary kit instrument wifi system improving canteen average classroom good campus small clean sport facility less compared college faculty faculty member college great department especially fe entc department support student technical competition multiple technical event organised little bit less supportive nontechnical thing student manage perform well curriculum noncurriculum activity
Harshwardhan Sinha | B.E. in Electronics and Telecommunication Engineering - Batch of 2021,"Even though it has a small campus and a strict attendance policy, our college is great and worth it.
 
 Placements: Placements in our college are quite good. Companies like Avaya and Rakuten visit our campus for placements. The salary packages offered by companies was really good. Placements for CS and IT branch are quite good. There is a problem as ENTC students are concerned for placements.
 
 Infrastructure: The infrastructure of our college is not quite good. The campus is small and doesn't have many things to do in it. There are just a basketball court and cricket nets. The college organises events on the small campus. The college has someplace to play box cricket, but our college requires a huge campus.
 
 Faculty: Faculty members in our college are quite good. The college has a lot of well-qualified teachers, and they are up to the mark. They help to do many things. It has a lot of people around it.
 
 Other: Events organised at our campus are not that interesting. They don't have a lot of participants from other colleges or from their own college also.",2018-03-24,Shiksha,even though small campus strict attendance policy college great worth placement placement college quite good company like avaya rakuten visit campus placement salary package offered company really good placement c branch quite good problem entc student concerned placement infrastructure infrastructure college quite good campus small doesnt many thing basketball court cricket net college organises event small campus college someplace play box cricket college requires huge campus faculty faculty member college quite good college lot wellqualified teacher mark help many thing lot people around event organised campus interesting dont lot participant college college also
Viren Parekh | B.E. in Electronics and Telecommunication Engineering - Batch of 2021,"It is the best college in Pune for computer engineering.
 
 Placements: It has good placements, especially for computer branch. Companies from all over Pune recruit students. The placement percentage of this college is more than 85% which is the best in Pune city. The placements of the computer branch are one of the best in Maharashtra State.
 
 Infrastructure: It has facilities like well-equipped classes and labs. There is high-speed Wi-Fi all over the campus and a library containing a variety of books. Medical facilities are available in every lab. Water facility can found at every floor of the building and a separate building for the promotion of games and sports.
 
 Faculty: Faculty are highly qualified and experienced. The knowledge they impart is helpful and useful in the application for our day to day life. They help you in topics you are not able to understand so that one can perform the best in the examination.",2018-01-17,Shiksha,best college pune computer engineering placement good placement especially computer branch company pune recruit student placement percentage college best pune city placement computer branch one best maharashtra state infrastructure facility like wellequipped class lab highspeed wifi campus library containing variety book medical facility available every lab water facility found every floor building separate building promotion game sport faculty faculty highly qualified experienced knowledge impart helpful useful application day day life help topic able understand one perform best examination
Amruta Dhawanjewar | M.E. in Electronics and Telecommunication Engineering - Batch of 2016,"Satisfied with faculty, placement, and infrastructure.
 
 Placements: The placement was very good for my batch as well as my senior batch. Almost 80% of students were placed. The highest package given was 36 Lacs and the lowest is 3.5 Lacs. Average package was 6.5 to 7 lacks. 3 D PLM, TCS, ACCENTURE, INFOSYS are some of the companies visited the campus. Almost 30% of students got an internship with 15 thousand to 20 thousand stipend offered.
 
 Infrastructure: Infrastructure of the campus is really awesome. All the labs was well-equipped with correct measuring instruments. Library was full with books for study material, magazines, and other books. The food available in canteen was good. Hostel provided by the college was nice, clean and strict.
 
 Faculty: Faculty is really knowledgeable and qualified. Most of them are Ph.D. holders from reputed institute. Some of the teachers also have their own published books. The teaching method and review method used by them is good. Students to faculty ratio is 4:3.",2019-04-06,Shiksha,satisfied faculty placement infrastructure placement placement good batch well senior batch almost student placed highest package given lac lowest lac average package lack plm tc accenture infosys company visited campus almost student got internship thousand thousand stipend offered infrastructure infrastructure campus really awesome lab wellequipped correct measuring instrument library full book study material magazine book food available canteen good hostel provided college nice clean strict faculty faculty really knowledgeable qualified phd holder reputed institute teacher also published book teaching method review method used good student faculty ratio
Ankush Gupta | M.E. in Computer Engineering - Batch of 2010,My experience was fantastic as a student at PICT. Professors are really helpful and supportive. The best part is the quality of cohort as you learn a lot from your classmates. The Lab exams are really hard to pass as there are no brownie marks on offer and thus you work even harder and learn more in the process.,2015-06-24,Shiksha,experience fantastic student pict professor really helpful supportive best part quality cohort learn lot classmate lab exam really hard pas brownie mark offer thus work even harder learn process
Avinash Goen | M.E. in Computer Engineering - Batch of 2019,"It is a good place to gain Knowledge with best campus placements.
 
 Placements: Our course had 90% placements with success rate. The average salary package offered was 5 LPA. Top recruiting companies were Barclays, UBS, TCS, and Wipro. Top roles offered was that of a software developer. The highest salary package offered was for 13.5 LPA, and the average salary package offered was of 11 LPA. The lowest salary package offered was 4 LPA.
 
 Infrastructure: The entire campus was Wi-Fi enabled with 10 labs with different features in each lab in our course. The food served in the canteen was fine. Sports and games facilities like volleyball, basketball, cricket, and table tennis. The medical facility was available for hostel students and was good. Even hostel students were provided with high-speed internet and 24x7 electricity and water supply.
 
 Faculty: Teachers in our college were the best. They were knowledgeable, and their teaching quality was also good. Teachers here were helpful, qualified and are available for help anytime. The course curriculum was updated to the latest, and students were offered good study materials.",2020-03-02,Shiksha,good place gain knowledge best campus placement placement course placement success rate average salary package offered lpa top recruiting company barclays ubs tc wipro top role offered software developer highest salary package offered lpa average salary package offered lpa lowest salary package offered lpa infrastructure entire campus wifi enabled lab different feature lab course food served canteen fine sport game facility like volleyball basketball cricket table tennis medical facility available hostel student good even hostel student provided highspeed internet x electricity water supply faculty teacher college best knowledgeable teaching quality also good teacher helpful qualified available help anytime course curriculum updated latest student offered good study material
Anonymous User,"Teachers are well qualified and experienced. Student quality is very good. All the labs are very well equipped. The library is very good. The campus is a little bit small. Canteen food is not that much good.
 Placement: The placement scenario for this college is also very beautiful. The percentage of students got placed by this institute is 89%. The major companies here are mostly visited are LNT, RACUTECH, MORGAN STANLEY and much more. The avg. package is about the 6 la
 
 Faculty: Ph.D. qualified & minimum 10 & maximum 24 years experienced faculty in teaching courses. Yes, the faculty in our college share technical and nontechnical information in the best way. They follow the standard teaching methodology.
 
 Admission: Based on the School / 12th Class Result",2024-04-08,CollegeDheko,teacher well qualified experienced student quality good lab well equipped library good campus little bit small canteen food much good placement placement scenario college also beautiful percentage student got placed institute major company mostly visited lnt racutech morgan stanley much avg package la faculty phd qualified minimum maximum year experienced faculty teaching course yes faculty college share technical nontechnical information best way follow standard teaching methodology admission based school th class result
Anonymous User,"The college is strive to develop highly qualified professionals who will able to provide quality care to the patients and to serve to community. The faculty has trust in the individual studentâ€™s capability and skills that they can accept their responsi
 Placement: Institute offers high quality standard education to prepare competent nursing professionals for the welfare of the society.
 
 Faculty: The faculty has trust in the individual studentâ€™s capability and skills that they can accept their responsibilities to provide over all development.
 
 Admission: Based on School / 12th Class Result",2021-07-25,CollegeDheko,college strive develop highly qualified professional able provide quality care patient serve community faculty trust individual studentâs capability skill accept responsi placement institute offer high quality standard education prepare competent nursing professional welfare society faculty faculty trust individual studentâs capability skill accept responsibility provide development admission based school th class result
Anonymous User,"College is very discipline. Even one minute late is not tolerable. Attendance is compulsory. Good Education quality provided in PICT. Admission process is as follows: First you have to fill up online form and then cap rounds followed. Once you got college
 Placement: Good job Opportunities provided. Highest placement and internship provided. Mostly all students got placed. Top companies visited like TCS, Wipro, Amazon and KPIT visited in this campus. Highest Salary offered is 8 lpa and lowest is 3 lpa.
 
 Faculty: Top class faculty provided. Teaching quality is best. Training sessions, seminars conducted time to time. All staff is helpful. Labs are open to do practice and library is also good.",2021-07-25,CollegeDheko,college discipline even one minute late tolerable attendance compulsory good education quality provided pict admission process follows first fill online form cap round followed got college placement good job opportunity provided highest placement internship provided mostly student got placed top company visited like tc wipro amazon kpit visited campus highest salary offered lpa lowest lpa faculty top class faculty provided teaching quality best training session seminar conducted time time staff helpful lab open practice library also good
Anonymous User,"Its a good college for comp, IT and E&tc. Computer is a special branch of this college. Infrasture of college is not good but education is very good. I finalized admission on basis of diploma marks
 Placement: Very good internships and placements provided in this college. Eq technogies, Wipro, Infosys and IBM like most top companies visited here with a lowest of 4 lpa and highest salary is 8 lpa.
 
 Faculty: All teachers are very strict and disciplined.Teaching quality is very good. Always focus on practical learning rather than theory which is good part of PICT and because of that I develop my programming skills",2021-07-25,CollegeDheko,good college comp etc computer special branch college infrasture college good education good finalized admission basis diploma mark placement good internship placement provided college eq technogies wipro infosys ibm like top company visited lowest lpa highest salary lpa faculty teacher strict disciplinedteaching quality good always focus practical learning rather theory good part pict develop programming skill
Atharva Sonar,"The College has very good reputation in Maharashtra for its high placement records, PICT is very serious about academics, the attendance here is strictly monitored, lectures are regular , the schedule is hectic, but all of it becomes worth suffering when you get a good job offer",2024-07-29,CollegeDheko,college good reputation maharashtra high placement record pict serious academic attendance strictly monitored lecture regular schedule hectic becomes worth suffering get good job offer
Pol Neha Sanjay,"Good aspects: 1) Pict has got excellent placement. 2) Faculty is awesome. 3) Teachers helps you out with every problem. They will force you to learn various courses which will help you in future. 4) N numbers of clubs are there where you can enjoy and get your skills brushed. 5) The seniors are just awesome. They are there just like your family members, they will guide you at every moment you need them. Bad aspects: 1) Pict is very strict when it comes to academics. 2) Pict do not follow many internships means they do not provide many holidays for internships(1month regularly). Admission process: Pict admissions are done based on two entrance exams: MHTCET and JEE MAINS. The cutoffs are really high almost 99 percentile for IT and CS branch (for general) and for entc it is above 95 percentile. I will give my personal advice : If you think you can't crack JEE MAINS, don't feel bad or demotivated just focus on MHTCET. This exam will help you to get in best college like COEP, VJTI, PICT, SPIT and many more.",2021-07-25,CollegeDheko,good aspect pict got excellent placement faculty awesome teacher help every problem force learn various course help future n number club enjoy get skill brushed senior awesome like family member guide every moment need bad aspect pict strict come academic pict follow many internship mean provide many holiday internshipsmonth regularly admission process pict admission done based two entrance exam mhtcet jee main cutoff really high almost percentile c branch general entc percentile give personal advice think cant crack jee main dont feel bad demotivated focus mhtcet exam help get best college like coep vjti pict spit many
Rishab ram,"Overall: Experience of mine in this college was good.I've got some good friends some well.Qualified teachers who motivated us and helped us in each and every step
 
 Placement: If I talk about placement facility given by this institute.I can say that it is very average.Not all the student got placed , only thirty to forty percent of the student got placed every year , which is very bad
 
 Infrastructure: If I talk about infrastruc7ture of our institute I can say that buildings were creatively made.It was restricted for outsiders to enter into the institute and yes playing area and libraries and cultural activities area over there
 
 Faculty: Best part of this institute is that faculties who are working here are really well qualified.Well knowledgeable and headstudents and motivate students eating each and every step of their college life",2024-07-29,CollegeDheko,overall experience mine college goodive got good friend wellqualified teacher motivated u helped u every step placement talk placement facility given institutei say averagenot student got placed thirty forty percent student got placed every year bad infrastructure talk infrastructure institute say building creatively madeit restricted outsider enter institute yes playing area library cultural activity area faculty best part institute faculty working really well qualifiedwell knowledgeable headstudents motivate student eating every step college life
Siddharth Pramod Pawar,"Overall: Pict is the best college for the students who are looking for the great opportunities in internships and placements. According to me Pict lies in the top 10 colleges in Maharashtra state. I choosed this college because the college is based in the pune which is also a IT hub and a lot of companies recruit from here.
 
 Placement: Placements and the internships are the only reason which brought me towards this college. This college is situated in pune which is also IT hub of Maharashtra. So every company that recruits from Maharashtra recruits from PICT pune. Placements opportunities are top notch at this college. The percentage of students placed last year was around 90% which is great for state level college.
 
 Infrastructure: Infrastructure of this college is descent. It is not that great because of the small campus area. Like it is only 5 acres of college. Colleges size is small so that's why do not have lots of places to explore in the college. As compared to other engineering colleges infrastructure is not that well over here.
 
 Faculty: I personally think at the time of entering the engineering colleges you should not be depend upon the faculty. Students only attend the classes to maintain that criteria of 75% in college. Otherwise the lectures are not that interesting. Faculty is not that major factor. But the faculty over here is pretty descent. If you will attend regular classes and have the written notes then the semester exam will be piece of cake for you.
 
 Hostel: Total intake of college for BTech students is around 3000-4000 and only 300-400 students gets hostel. So you might have to hunt for the flats or you can also live in PG with your college friends. I did not applied for hostel. I was living in flat with some of batchmates, which also not that great idea. Because you have to take care of the flat then which is a pain again.",2021-07-25,CollegeDheko,overall pict best college student looking great opportunity internship placement according pict lie top college maharashtra state choosed college college based pune also hub lot company recruit placement placement internship reason brought towards college college situated pune also hub maharashtra every company recruit maharashtra recruit pict pune placement opportunity top notch college percentage student placed last year around great state level college infrastructure infrastructure college descent great small campus area like acre college college size small thats lot place explore college compared engineering college infrastructure well faculty personally think time entering engineering college depend upon faculty student attend class maintain criterion college otherwise lecture interesting faculty major factor faculty pretty descent attend regular class written note semester exam piece cake hostel total intake college btech student around student get hostel might hunt flat also live pg college friend applied hostel living flat batchmates also great idea take care flat pain
amaan,"Overall: Pune Institute of Computer Technology (PICT) stands as a beacon of excellence in technical education, providing students with a conducive learning environment, experienced faculty, and ample placement opportunities. With its state-of-the-art infrastructure, comfortable hostel facilities, and commitment to academic and professional growth, PICT continues to empower students to become future leaders in the field of technology.
 
 Placement: PICT has a stellar track record when it comes to placements, with leading companies from various sectors actively recruiting from the institute. The institute's dedicated placement cell works tirelessly to connect students with lucrative job opportunities, organizing campus recruitment drives, industry interactions, and skill development workshops. As a result, PICT graduates are highly sought after by top recruiters, with many securing placements in renowned companies and multinational corporations.
 
 Infrastructure: PICT boasts a world-class infrastructure that befits its stature as a premier technical institute. The campus is equipped with state-of-the-art laboratories, cutting-edge computing facilities, and modern classrooms equipped with audio-visual aids, facilitating immersive learning experiences. The institute continually upgrades its infrastructure to keep pace with advancements in technology, providing students with access to the latest tools and resources to excel in their academic pursuits.
 
 Faculty: PICT boasts a distinguished faculty comprising experienced academicians, industry experts, and researchers who are dedicated to nurturing talent and fostering academic excellence. The faculty members are not only highly qualified but also deeply committed to the holistic development of their students. They employ innovative teaching methodologies, mentorship, and personalized attention to inspire students and ignite their passion for learning.
 
 Hostel: PICT offers comfortable and well-furnished hostel facilities for its students, providing a conducive living environment conducive to academic and personal growth. The hostels are equipped with essential amenities such as Wi-Fi connectivity, recreational areas, and round-the-clock security, ensuring the safety and well-being of residents. Additionally, the hostel staff ensures a homely atmosphere, fostering a sense of community and camaraderie among students.",2024-07-29,CollegeDheko,overall pune institute computer technology pict stand beacon excellence technical education providing student conducive learning environment experienced faculty ample placement opportunity stateoftheart infrastructure comfortable hostel facility commitment academic professional growth pict continues empower student become future leader field technology placement pict stellar track record come placement leading company various sector actively recruiting institute institute dedicated placement cell work tirelessly connect student lucrative job opportunity organizing campus recruitment drive industry interaction skill development workshop result pict graduate highly sought top recruiter many securing placement renowned company multinational corporation infrastructure pict boast worldclass infrastructure befits stature premier technical institute campus equipped stateoftheart laboratory cuttingedge computing facility modern classroom equipped audiovisual aid facilitating immersive learning experience institute continually upgrade infrastructure keep pace advancement technology providing student access latest tool resource excel academic pursuit faculty pict boast distinguished faculty comprising experienced academician industry expert researcher dedicated nurturing talent fostering academic excellence faculty member highly qualified also deeply committed holistic development student employ innovative teaching methodology mentorship personalized attention inspire student ignite passion learning hostel pict offer comfortable wellfurnished hostel facility student providing conducive living environment conducive academic personal growth hostel equipped essential amenity wifi connectivity recreational area roundtheclock security ensuring safety wellbeing resident additionally hostel staff ensures homely atmosphere fostering sense community camaraderie among student
Salman | B.E in Computer Engineering | 2021,"Overall: I have completed my btech in camputer science and engineering from pict university pune.It is newly experience for me in this College. It has several branches over here. It is very large campus
 
 Placement: Placement ratio is very good. Around 70-80% students got placed in internship. The highest package is around 55lac. The average placement is around 7-8lac. Tcs,ninja,wipro,Infosys amazon,google tech mahindra company met here
 
 Infrastructure: Infrastructure is very good of this College. There are greenery and clean water provided by the industry. College fest is organized by our faculty. College condition is little bit good. Several companies have offered here for internship.
 
 Faculty: Faculty of the College is very good. They're very knowledgeable teachers. They provides us extraordinary information as well as possible. New skills are available. College fest is organized by our faculty. Some of them belongs from iiits,bits,nits and other valuable university.
 
 Hostel: Hostel rooms are slightest good things here. There is 3 hostel rooms and 1 mess room. Mess foods is costly Fresh foods are deliver. Foods,vegetables,milk provided here. The useful things are also provided.",2021-07-25,Vidyavision,overall completed btech camputer science engineering pict university puneit newly experience college several branch large campus placement placement ratio good around student got placed internship highest package around lac average placement around lac tcsninjawiproinfosys amazongoogle tech mahindra company met infrastructure infrastructure good college greenery clean water provided industry college fest organized faculty college condition little bit good several company offered internship faculty faculty college good theyre knowledgeable teacher provides u extraordinary information well possible new skill available college fest organized faculty belongs iiitsbitsnits valuable university hostel hostel room slightest good thing hostel room mess room mess food costly fresh food deliver foodsvegetablesmilk provided useful thing also provided
Vaibhav musale | B.E in Electronics and Telecommunication | 2024,"Overall: The teaching skill of teacher is outstanding I can't with my words but when you reached there and see their teaching skill you say I want this college seat
 
 Placement: Placement in electronic and telecommunication engineering are in Bajaj jio BSNL etc are common in our college the highest package is in Bajaj is 70 lakh
 
 Infrastructure: The structure of college is better than other colleges but not good I wish it get best fews day because college is growing fastly and I trust on principal decision
 
 Faculty: The teachers are very smart and very intelligent because each question he teaches very calmly and understandable I like only teachers teaching skill .
 
 Hostel: The facilities are not good as compared to the other hostels structure are I say better but not good I say you take room is better than hostel it means better facilities",2021-07-25,Vidyavision,overall teaching skill teacher outstanding cant word reached see teaching skill say want college seat placement placement electronic telecommunication engineering bajaj jio bsnl etc common college highest package bajaj lakh infrastructure structure college better college good wish get best few day college growing fastly trust principal decision faculty teacher smart intelligent question teach calmly understandable like teacher teaching skill hostel facility good compared hostel structure say better good say take room better hostel mean better facility
SATYAM | B.E in Information Technology | 2024,Overall: The college full of toper students. And their teachers are good in teaching staff is polite the nature is good and peaceful. I really like the college so much,2021-07-25,Vidyavision,overall college full toper student teacher good teaching staff polite nature good peaceful really like college much
